日付,基準価額
20160908,10053
20160909,10089
20160912,9994
20160913,9893
20160914,9912
20160915,9894
20160916,9880
20160920,9887
20160921,9880
20160923,9970
20160926,9873
20160927,9808
20160928,9915
20160929,9987
20160930,9888
20161003,9959
20161004,10054
20161005,10054
20161006,10155
20161007,10161
20161011,10191
20161012,10069
20161013,10141
20161014,10090
20161017,10091
20161018,10076
20161019,10128
20161020,10158
20161021,10191
20161024,10133
20161025,10219
20161026,10212
20161027,10191
20161028,10200
20161031,10135
20161101,10185
20161102,10079
20161104,9972
20161107,10063
20161108,10152
20161109,10004
20161110,10101
20161111,9896
20161114,9831
20161115,9777
20161116,9936
20161117,9883
20161118,9952
20161121,9973
20161122,10028
20161124,10098
20161125,10172
20161128,10059
20161129,10116
20161130,10141
20161201,10325
20161202,10191
20161205,10180
20161206,10272
20161207,10413
20161208,10484
20161209,10487
20161212,10554
20161213,10592
20161214,10617
20161215,10729
20161216,10740
20161219,10668
20161220,10642
20161221,10734
20161222,10754
20161226,10703
20161227,10744
20161228,10770
20161229,10714
20161230,10721
20170104,10754
20170105,10715
20170106,10694
20170110,10690
20170111,10635
20170112,10558
20170113,10655
20170116,10596
20170117,10532
20170118,10502
20170119,10630
20170120,10648
20170123,10601
20170124,10548
20170125,10640
20170126,10591
20170127,10653
20170130,10710
20170131,10652
20170201,10621
20170202,10642
20170203,10685
20170206,10690
20170207,10608
20170208,10636
20170209,10631
20170210,10810
20170213,10850
20170214,10837
20170215,10948
20170216,10947
20170217,10851
20170220,10757
20170221,10811
20170222,10846
20170223,10876
20170224,10893
20170227,10775
20170228,10809
20170301,10798
20170302,10912
20170303,10841
20170306,10868
20170307,10885
20170308,10914
20170309,10873
20170310,10863
20170313,10913
20170314,10934
20170315,10907
20170316,10919
20170317,11011
20170321,11011
20170322,10931
20170323,10953
20170324,10938
20170327,10919
20170328,10903
20170329,10877
20170330,10929
20170331,10989
20170403,10921
20170404,10822
20170405,10840
20170406,10782
20170407,10817
20170410,10852
20170411,10782
20170412,10675
20170413,10683
20170414,10725
20170417,10663
20170418,10770
20170419,10728
20170420,10722
20170421,10786
20170424,10927
20170425,10941
20170426,11072
20170427,10995
20170428,10990
20170501,11049
20170502,11097
20170508,11167
20170509,11151
20170510,11187
20170511,11280
20170512,11295
20170515,11291
20170516,11423
20170517,11356
20170518,11125
20170519,10964
20170522,11120
20170523,11108
20170524,11188
20170525,11236
20170526,11245
20170529,11219
20170530,11176
20170531,11136
20170601,11206
20170602,11276
20170605,11202
20170606,11201
20170607,11152
20170608,11160
20170609,11156
20170612,11189
20170613,11180
20170614,11204
20170615,11229
20170616,11273
20170619,11302
20170620,11322
20170621,11185
20170622,11151
20170623,11220
20170626,11270
20170627,11377
20170628,11374
20170629,11432
20170630,11332
20170703,11366
20170704,11415
20170705,11395
20170706,11329
20170707,11329
20170710,11425
20170711,11463
20170712,11404
20170713,11468
20170714,11508
20170718,11539
20170719,11537
20170720,11522
20170721,11570
20170724,11452
20170725,11453
20170726,11467
20170727,11461
20170728,11460
20170731,11395
20170801,11404
20170802,11405
20170803,11469
20170804,11393
20170807,11430
20170808,11448
20170809,11344
20170810,11346
20170814,11269
20170815,11382
20170816,11423
20170817,11407
20170818,11302
20170821,11342
20170822,11348
20170823,11406
20170824,11362
20170825,11442
20170828,11451
20170829,11398
20170830,11533
20170831,11569
20170901,11572
20170904,11577
20170905,11556
20170906,11483
20170907,11593
20170908,11578
20170911,11573
20170912,11686
20170913,11715
20170914,11710
20170915,11708
20170919,11791
20170920,11820
20170921,11899
20170922,11873
20170925,11936
20170926,11765
20170927,11793
20170928,11735
20170929,11736
20171002,11773
20171003,11751
20171004,11716
20171005,11767
20171006,11722
20171010,11613
20171011,11613
20171012,11688
20171013,11679
20171016,11697
20171017,11696
20171018,11673
20171019,11752
20171020,11755
20171023,11791
20171024,11693
20171025,11702
20171026,11625
20171027,11540
20171030,11555
20171031,11487
20171101,11554
20171102,11579
20171106,11554
20171107,11556
20171108,11517
20171109,11562
20171110,11501
20171113,11495
20171114,11481
20171115,11447
20171116,11402
20171117,11474
20171120,11425
20171121,11449
20171122,11427
20171124,11452
20171127,11474
20171128,11448
20171129,11520
20171130,11535
20171201,11589
20171204,11622
20171205,11643
20171206,11646
20171207,11610
20171208,11642
20171211,11696
20171212,11694
20171213,11641
20171214,11629
20171215,11556
20171218,11637
20171219,11696
20171220,11756
20171221,11795
20171222,11782
20171225,11769
20171226,11794
20171227,11803
20171228,11867
20171229,11831
20180104,12002
20180105,12075
20180109,12093
20180110,11987
20180111,11873
20180112,11930
20180115,11963
20180116,11985
20180117,11946
20180118,12024
20180119,12059
20180122,12012
20180123,12038
20180124,11974
20180125,12031
20180126,12079
20180129,11974
20180130,11913
20180131,11854
20180201,11975
20180202,12074
20180205,12004
20180206,11825
20180207,11923
20180208,11831
20180209,11686
20180213,11730
20180214,11636
20180215,11666
20180216,11660
20180219,11690
20180220,11717
20180221,11721
20180222,11699
20180223,11690
20180226,11723
20180227,11750
20180228,11691
20180301,11593
20180302,11542
20180305,11475
20180306,11568
20180307,11523
20180308,11563
20180309,11596
20180312,11646
20180313,11595
20180314,11628
20180315,11577
20180316,11540
20180319,11477
20180320,11480
20180322,11526
20180323,11416
20180326,11445
20180327,11579
20180328,11567
20180329,11688
20180330,11660
20180402,11682
20180403,11607
20180404,11681
20180405,11716
20180406,11717
20180409,11662
20180410,11583
20180411,11600
20180412,11634
20180413,11681
20180416,11690
20180417,11680
20180418,11699
20180419,11768
20180420,11725
20180423,11682
20180424,11636
20180425,11661
20180426,11637
20180427,11618
20180501,11622
20180502,11597
20180507,11396
20180508,11333
20180509,11244
20180510,11289
20180511,11396
20180514,11375
20180515,11354
20180516,11268
20180517,11289
20180518,11257
20180521,11166
20180522,11211
20180523,11218
20180524,11107
20180525,11095
20180528,11098
20180529,11060
20180530,10900
20180531,11003
20180601,11012
20180604,11069
20180605,11124
20180606,11043
20180607,11093
20180608,11016
20180611,11002
20180612,11044
20180613,11010
20180614,10985
20180615,10875
20180618,10885
20180619,10803
20180620,10765
20180621,10827
20180622,10754
20180625,10798
20180626,10792
20180627,10801
20180628,10978
20180629,10768
20180702,10855
20180703,10789
20180704,10794
20180705,10799
20180706,10891
20180709,10954
20180710,11027
20180711,11055
20180712,11054
20180713,11156
20180717,11167
20180718,11207
20180719,11178
20180720,11075
20180723,10997
20180724,11006
20180725,11039
