日付,基準価額
20100709,6274
20100712,6355
20100713,6354
20100714,6503
20100715,6435
20100716,6366
20100720,6220
20100721,6344
20100722,6213
20100723,6448
20100726,6562
20100727,6627
20100728,6700
20100729,6651
20100730,6561
20100802,6583
20100803,6762
20100804,6667
20100805,6743
20100806,6654
20100809,6589
20100810,6683
20100811,6567
20100812,6385
20100813,6395
20100816,6363
20100817,6334
20100818,6491
20100819,6504
20100820,6362
20100823,6332
20100824,6288
20100825,6197
20100826,6289
20100827,6245
20100830,6461
20100831,6326
20100901,6341
20100902,6556
20100903,6617
20100906,6705
20100907,6702
20100908,6576
20100909,6602
20100910,6604
20100913,6641
20100914,6662
20100915,6791
20100916,6885
20100917,6853
20100921,6990
20100922,6882
20100924,6652
20100927,6803
20100928,6754
20100929,6771
20100930,6725
20101001,6706
20101004,6740
20101005,6775
20101006,6859
20101007,6850
20101008,6820
20101012,6800
20101013,6793
20101014,6862
20101015,6853
20101018,6811
20101019,6863
20101020,6777
20101021,6880
20101022,6873
20101025,6879
20101026,6857
20101027,6860
20101028,6829
20101029,6774
20101101,6747
20101102,6795
20101104,6882
20101105,7011
20101108,7072
20101109,6997
20101110,6855
20101111,6927
20101112,6885
20101115,6820
20101116,6825
20101117,6659
20101118,6688
20101119,6777
20101122,6795
20101124,6683
20101125,6771
20101126,6828
20101129,6805
20101130,6805
20101201,6694
20101202,6806
20101203,6905
20101206,6865
20101207,6827
20101208,6938
20101209,6900
20101210,6851
20101213,6899
20101214,6887
20101215,6877
20101216,6845
20101217,6838
20101220,6833
20101221,6878
20101222,6941
20101224,6909
20101227,6887
20101228,6932
20101229,6911
20101230,6883
20110104,6985
20110105,6915
20110106,7046
20110107,6972
20110111,6905
20110112,6940
20110113,6991
20110114,7002
20110117,7045
20110118,7015
20110119,7068
20110120,6959
20110121,6999
20110124,6978
20110125,7018
20110126,7039
20110127,7051
20110128,7176
20110131,7020
20110201,7085
20110202,7090
20110203,7103
20110204,7130
20110207,7145
20110208,7205
20110209,7231
20110210,7252
20110214,7336
20110215,7356
20110216,7373
20110217,7403
20110218,7413
20110221,7414
20110222,7378
20110223,7301
20110224,7210
20110225,7141
20110228,7241
20110301,7406
20110302,7257
20110303,7202
20110304,7334
20110307,7320
20110308,7263
20110309,7382
20110310,7376
20110311,7272
20110314,7238
20110315,7155
20110316,6995
20110317,6727
20110318,6985
20110322,7127
20110323,7096
20110324,7066
20110325,7122
20110328,7197
20110329,7194
20110330,7300
20110331,7447
20110401,7504
20110404,7593
20110405,7610
20110406,7696
20110407,7734
20110408,7638
20110411,7619
20110412,7534
20110413,7470
20110414,7459
20110415,7534
20110418,7546
20110419,7418
20110420,7489
20110421,7552
20110422,7571
20110425,7611
20110426,7594
20110427,7644
20110428,7756
20110502,7732
20110506,7498
20110509,7493
20110510,7475
20110511,7634
20110512,7577
20110513,7557
20110516,7483
20110517,7491
20110518,7533
20110519,7633
20110520,7682
20110523,7626
20110524,7534
20110525,7575
20110526,7593
20110527,7608
20110530,7648
20110531,7665
20110601,7806
20110602,7608
20110603,7546
20110606,7524
20110607,7439
20110608,7490
20110609,7452
20110610,7429
20110613,7297
20110614,7301
20110615,7434
20110616,7359
20110617,7355
20110620,7346
20110621,7399
20110622,7468
20110623,7449
20110624,7343
20110627,7342
20110628,7366
20110629,7453
20110630,7512
20110701,7552
20110704,7648
20110705,7661
20110706,7693
20110707,7732
20110708,7828
20110711,7736
20110712,7548
20110713,7478
20110714,7403
20110715,7375
20110719,7356
20110720,7462
20110721,7487
20110722,7536
20110725,7544
20110726,7474
20110727,7472
20110728,7321
20110729,7296
20110801,7298
20110802,7170
20110803,6968
20110804,7068
20110805,6741
20110808,6480
20110809,5929
20110810,6336
20110811,6199
20110812,6444
20110815,6484
20110816,6679
20110817,6648
20110818,6680
20110819,6417
20110822,6293
20110823,6316
20110824,6452
20110825,6518
20110826,6484
20110829,6483
20110830,6687
20110831,6712
20110901,6805
20110902,6746
20110905,6578
20110906,6533
20110907,6538
20110908,6741
20110909,6714
20110912,6500
20110913,6430
20110914,6413
20110915,6398
20110916,6514
20110920,6418
20110921,6394
20110922,6187
20110926,6003
20110927,6032
20110928,6159
20110929,6036
20110930,6117
20111003,6007
20111004,5719
20111005,5857
20111006,5868
20111007,6041
20111011,6181
20111012,6091
20111013,6269
20111014,6212
20111017,6371
20111018,6229
20111019,6329
20111020,6301
20111021,6286
20111024,6429
20111025,6561
20111026,6437
20111027,6483
20111028,6751
20111031,6916
20111101,6879
20111102,6628
20111104,6783
20111107,6775
20111108,6759
20111109,6814
20111110,6567
20111111,6523
20111114,6671
20111115,6533
20111116,6544
20111117,6464
20111118,6356
20111121,6371
20111122,6220
20111124,6039
20111125,6067
20111128,6114
20111129,6304
20111130,6333
20111201,6559
20111202,6520
20111205,6570
20111206,6585
20111207,6562
20111208,6620
20111209,6478
20111212,6545
20111213,6447
20111214,6389
20111215,6379
20111216,6447
20111219,6492
20111220,6439
20111221,6615
20111222,6638
20111226,6727
20111227,6735
20111228,6744
20111229,6646
20111230,6692
20120104,6671
20120105,6601
20120106,6659
20120110,6577
20120111,6672
20120112,6697
20120113,6683
20120116,6682
20120117,6692
20120118,6748
20120119,6778
20120120,6853
20120123,6898
20120124,6919
20120125,7020
20120126,7101
20120127,7110
20120130,7075
20120131,6978
20120201,6976
20120202,7059
20120203,7077
20120206,7171
20120207,7171
20120208,7204
20120209,7233
20120210,7251
20120213,7177
20120214,7229
20120215,7234
20120216,7231
20120217,7330
20120220,7409
20120221,7432
20120222,7344
20120223,7317
20120224,7378
20120227,7514
20120228,7410
20120229,7424
20120301,7462
20120302,7524
20120305,7541
20120306,7582
20120307,7370
20120308,7463
20120309,7518
