日付,基準価額
20160908,10000
20160909,9974
20160912,9801
20160913,9745
20160914,9670
20160915,9665
20160916,9644
20160920,9714
20160921,9709
20160923,9896
20160926,9887
20160927,9862
20160928,9831
20160929,9959
20160930,9835
20161003,9825
20161004,9764
20161005,9711
20161006,9589
20161007,9574
20161011,9594
20161012,9476
20161013,9608
20161014,9631
20161017,9637
20161018,9594
20161019,9662
20161020,9675
20161021,9692
20161024,9621
20161025,9693
20161026,9665
20161027,9571
20161028,9415
20161031,9395
20161101,9513
20161102,9300
20161104,9072
20161107,9182
20161108,9360
20161109,9195
20161110,9365
20161111,9295
20161114,9369
20161115,9558
20161116,9588
20161117,9533
20161118,9594
20161121,9667
20161122,9618
20161124,9881
20161125,10002
20161128,9923
20161129,9927
20161130,10060
20161201,10140
20161202,9944
20161205,10032
20161206,10087
20161207,10202
20161208,10357
20161209,10443
20161212,10549
20161213,10555
20161214,10593
20161215,10609
20161216,10551
20161219,10638
20161220,10678
20161221,10770
20161222,10642
20161226,10593
20161227,10630
20161228,10673
20161229,10560
20161230,10619
20170104,10881
20170105,10896
20170106,10862
20170110,10804
20170111,10736
20170112,10624
20170113,10622
20170116,10538
20170117,10513
20170118,10475
20170119,10658
20170120,10575
20170123,10523
20170124,10501
20170125,10581
20170126,10479
20170127,10591
20170130,10532
20170131,10380
20170201,10391
20170202,10316
20170203,10377
20170206,10384
20170207,10299
20170208,10349
20170209,10402
20170210,10591
20170213,10664
20170214,10639
20170215,10680
20170216,10635
20170217,10624
20170220,10586
20170221,10642
20170222,10758
20170223,10700
20170224,10715
20170227,10671
20170228,10747
20170301,10750
20170302,10799
20170303,10761
20170306,10695
20170307,10666
20170308,10611
20170309,10511
20170310,10434
20170313,10361
20170314,10374
20170315,10352
20170316,10416
20170317,10461
20170321,10393
20170322,10295
20170323,10262
20170324,10314
20170327,10246
20170328,10214
20170329,10269
20170330,10344
20170331,10431
20170403,10401
20170404,10350
20170405,10373
20170406,10377
20170407,10467
20170410,10523
20170411,10524
20170412,10474
20170413,10423
20170414,10440
20170417,10358
20170418,10537
20170419,10508
20170420,10513
20170421,10543
20170424,10582
20170425,10504
20170426,10691
20170427,10618
20170428,10589
20170501,10511
20170502,10610
20170508,10585
20170509,10598
20170510,10610
20170511,10706
20170512,10640
20170515,10564
20170516,10625
20170517,10475
20170518,10349
20170519,10400
20170522,10466
20170523,10479
20170524,10535
20170525,10596
20170526,10602
20170529,10504
20170530,10475
20170531,10427
20170601,10445
20170602,10564
20170605,10552
20170606,10485
20170607,10372
20170608,10472
20170609,10449
20170612,10521
20170613,10572
20170614,10622
20170615,10634
20170616,10778
20170619,10778
20170620,10844
20170621,10749
20170622,10687
20170623,10702
20170626,10745
20170627,10855
20170628,10799
20170629,10846
20170630,10734
20170703,10714
20170704,10898
20170705,10892
20170706,10761
20170707,10630
20170710,10756
20170711,10679
20170712,10612
20170713,10667
20170714,10731
20170718,10806
20170719,10787
20170720,10852
20170721,10820
20170724,10706
20170725,10727
20170726,10805
20170727,10780
20170728,10810
20170731,10708
20170801,10710
20170802,10769
20170803,10724
20170804,10643
20170807,10726
20170808,10722
20170809,10602
20170810,10592
20170814,10394
20170815,10610
20170816,10632
20170817,10617
20170818,10512
20170821,10418
20170822,10481
20170823,10514
20170824,10526
20170825,10551
20170828,10517
20170829,10435
20170830,10527
20170831,10632
20170901,10675
20170904,10675
20170905,10657
20170906,10552
20170907,10631
20170908,10630
20170911,10651
20170912,10824
20170913,10796
20170914,10800
20170915,10828
20170919,10934
20170920,10883
20170921,10937
20170922,10868
20170925,10857
20170926,10793
20170927,10880
20170928,10844
20170929,10884
20171002,10918
20171003,10914
20171004,10887
20171005,10923
20171006,10948
20171010,10930
20171011,10928
20171012,10981
20171013,11020
20171016,11022
20171017,10995
20171018,11005
20171019,11091
20171020,11025
20171023,11074
20171024,10985
20171025,10973
20171026,10917
20171027,10903
20171030,10908
20171031,10841
20171101,10928
20171102,10975
20171106,11049
20171107,11045
20171108,11127
20171109,11206
20171110,11176
20171113,11209
20171114,11245
20171115,11206
20171116,11083
20171117,11152
20171120,11041
20171121,11062
20171122,11104
20171124,11011
20171127,11053
20171128,10948
20171129,10981
20171130,11034
20171201,11108
20171204,11147
20171205,11102
20171206,11028
20171207,11017
20171208,11120
20171211,11219
20171212,11206
20171213,11249
20171214,11236
20171215,11181
20171218,11261
20171219,11331
20171220,11201
20171221,11114
20171222,11098
20171225,11126
20171226,11143
20171227,11194
20171228,11248
20171229,11271
20180104,11210
20180105,11075
20180109,11159
20180110,10980
20180111,10764
20180112,10712
20180115,10633
20180116,10633
20180117,10609
20180118,10752
20180119,10648
20180122,10654
20180123,10762
20180124,10812
20180125,10714
20180126,10710
20180129,10609
20180130,10507
20180131,10413
20180201,10609
20180202,10459
20180205,10382
20180206,10005
20180207,9982
20180208,9960
20180209,9687
20180213,9846
20180214,9816
20180215,9687
20180216,9735
20180219,9798
20180220,9843
20180221,9816
20180222,9669
20180223,9689
20180226,9814
20180227,9853
20180228,9692
20180301,9603
20180302,9593
20180305,9523
20180306,9666
20180307,9642
20180308,9753
20180309,9830
20180312,9897
20180313,9887
20180314,9917
20180315,9857
20180316,9856
20180319,9863
20180320,9861
20180322,9740
20180323,9603
20180326,9469
20180327,9592
20180328,9616
20180329,9918
20180330,9862
20180402,9872
20180403,9732
20180404,9867
20180405,9979
20180406,10005
20180409,9938
20180410,9914
20180411,9976
20180412,9951
20180413,9910
20180416,9967
20180417,9976
20180418,10077
20180419,10092
20180420,9973
20180423,9923
20180424,9974
20180425,10029
20180426,10056
20180427,10152
20180501,10317
20180502,10425
20180507,10378
20180508,10445
20180509,10427
20180510,10559
20180511,10577
20180514,10547
20180515,10515
20180516,10401
20180517,10366
20180518,10377
20180521,10398
20180522,10494
20180523,10504
20180524,10476
20180525,10464
20180528,10491
20180529,10464
20180530,10370
20180531,10535
20180601,10539
20180604,10640
20180605,10777
20180606,10739
20180607,10817
20180608,10774
20180611,10742
20180612,10805
20180613,10853
20180614,10708
20180615,10778
20180618,10769
20180619,10726
20180620,10677
20180621,10825
20180622,10825
20180625,10872
20180626,10840
20180627,10869
20180628,10832
20180629,10952
20180702,11023
20180703,10954
20180704,10998
20180705,11011
20180706,11129
20180709,11174
20180710,11183
20180711,11167
20180712,11237
20180713,11335
20180717,11241
20180718,11207
20180719,11167
20180720,11238
20180723,11030
20180724,11033
20180725,11002
20180726,11017
20180727,11050
20180730,10968
20180731,10991
20180801,11219
20180802,11239
20180803,11201
